prioridad,materia,organo_tipo,rule_pack_id,rule_pack_version_id,version,payload_hash,tipo_social,gate,valor_actual,valor_base,severidad_propuesta,inscribible,inscribible_deducido,reforzada_deducida,fuente_refuerzo,motivo_prioridad,accion_recomendada,estado,requiere_decision_legal,justificacion_breve
01,EXCLUSION_SOCIO,JUNTA_GENERAL,EXCLUSION_SOCIO,e0418837-6f71-434e-bda8-98b809f1cd93,1.0.0,e8d253fb47a75094712403223654744fa6b30f09d3fd47110336fbe78c45e71c,SA,QUORUM/SA_1A,0.25,0.5,NULIDAD,true,true,true,arts. 194/199.b/201.2 LSC,IR,Elevar QUORUM/SA_1A de 0.25 a 0.5 o marcar NA explicito si Legal confirma no aplicabilidad.,PENDIENTE_PATCH_PAYLOAD,Si,QUORUM/SA_1A: payload (0.25) frente a base (0.5) -> NULIDAD
01,EXCLUSION_SOCIO,JUNTA_GENERAL,EXCLUSION_SOCIO,e0418837-6f71-434e-bda8-98b809f1cd93,1.0.0,e8d253fb47a75094712403223654744fa6b30f09d3fd47110336fbe78c45e71c,SA,QUORUM/SA_2A,0,0.25,NULIDAD,true,true,true,arts. 194/199.b/201.2 LSC,IR,Elevar QUORUM/SA_2A de 0 a 0.25 o marcar NA explicito si Legal confirma no aplicabilidad.,PENDIENTE_PATCH_PAYLOAD,Si,QUORUM/SA_2A: payload (0) frente a base (0.25) -> NULIDAD
02,EXCLUSION_SOCIO,JUNTA_GENERAL,EXCLUSION_SOCIO,e0418837-6f71-434e-bda8-98b809f1cd93,1.0.0,e8d253fb47a75094712403223654744fa6b30f09d3fd47110336fbe78c45e71c,SA,MAYORIA/SA,favor > contra,> 1/2 presente en 1a; >= 2/3 emitidos si < 50% en 2a,IMPUGNABILIDAD,true,true,true,arts. 194/199.b/201.2 LSC,IR,Elevar mayoria de favor > contra a > 1/2 presente en 1a; >= 2/3 emitidos si < 50% en 2a en el dominio correcto de computo.,PENDIENTE_PATCH_PAYLOAD,Si,MAYORIA/SA: payload (favor > contra) frente a base (> 1/2 presente en 1a; >= 2/3 emitidos si < 50% en 2a) -> IMPUGNABILIDAD
02,EXCLUSION_SOCIO,JUNTA_GENERAL,EXCLUSION_SOCIO,e0418837-6f71-434e-bda8-98b809f1cd93,1.0.0,e8d253fb47a75094712403223654744fa6b30f09d3fd47110336fbe78c45e71c,SL,MAYORIA/SL,favor > 1/2_capital_total_con_voto,>= 2/3 capital,IMPUGNABILIDAD,true,true,true,arts. 194/199.b/201.2 LSC,IR,Elevar mayoria de favor > 1/2_capital_total_con_voto a >= 2/3 capital en el dominio correcto de computo.,PENDIENTE_PATCH_PAYLOAD,Si,MAYORIA/SL: payload (favor > 1/2_capital_total_con_voto) frente a base (>= 2/3 capital) -> IMPUGNABILIDAD
03,AUMENTO_CAPITAL,JUNTA_GENERAL,AUMENTO_CAPITAL,64f4de9c-bb3f-47db-8f79-87bd49b694ed,1.0.1,dba0a2e8e6a4c5e45b26d86f7481f34ee04ca01ca19aa0026ff606e04e74ed09,SA/SL,DOCUMENTACION/OBLIGATORIA/informe_admin,propuesta_aumento | informe_auditoria_aportaciones,informe_admin,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.a/201.2 LSC,IR,"Anadir o mapear documento imperativo informe_admin en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/informe_admin: payload (propuesta_aumento | informe_auditoria_aportaciones) frente a base (informe_admin) -> CALIFICACION_REGISTRAL
03,AUMENTO_CAPITAL,JUNTA_GENERAL,AUMENTO_CAPITAL,64f4de9c-bb3f-47db-8f79-87bd49b694ed,1.0.1,dba0a2e8e6a4c5e45b26d86f7481f34ee04ca01ca19aa0026ff606e04e74ed09,SA/SL,DOCUMENTACION/OBLIGATORIA/texto_acuerdo,propuesta_aumento | informe_auditoria_aportaciones,texto_acuerdo,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.a/201.2 LSC,IR,"Anadir o mapear documento imperativo texto_acuerdo en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/texto_acuerdo: payload (propuesta_aumento | informe_auditoria_aportaciones) frente a base (texto_acuerdo) -> CALIFICACION_REGISTRAL
03,CESE_CONSEJERO,JUNTA_GENERAL,CESE_CONSEJERO,4a97f0a9-b5e3-4e85-9829-d2fde0348483,1.0.1,9dc85ccb05bd3f01354f41ebd97ed690ef7ae57dfb0eaf2e0304edef128a6e25,SA/SL,DOCUMENTACION/OBLIGATORIA/causa_o_subtipo,,causa_o_subtipo,CALIFICACION_REGISTRAL,true,true,false,,IN,"Anadir o mapear documento imperativo causa_o_subtipo en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/causa_o_subtipo: payload (sin dato) frente a base (causa_o_subtipo) -> CALIFICACION_REGISTRAL
03,CESE_CONSEJERO,JUNTA_GENERAL,CESE_CONSEJERO,4a97f0a9-b5e3-4e85-9829-d2fde0348483,1.0.1,9dc85ccb05bd3f01354f41ebd97ed690ef7ae57dfb0eaf2e0304edef128a6e25,SA/SL,DOCUMENTACION/OBLIGATORIA/identificacion_cargo,,identificacion_cargo,CALIFICACION_REGISTRAL,true,true,false,,IN,"Anadir o mapear documento imperativo identificacion_cargo en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/identificacion_cargo: payload (sin dato) frente a base (identificacion_cargo) -> CALIFICACION_REGISTRAL
03,ESCISION,JUNTA_GENERAL,ESCISION,77177821-9ed8-49bf-b7a1-087939530639,v1.0.0,6ff592571fc99b3f2b8eed4bc4ff1afa84ea042ed95329b1ae68243ab41d049b,SA/SL,DOCUMENTACION/OBLIGATORIA/balance,proyecto | informes | cuentas_base,balance,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.b/201.2 LSC,IR,"Anadir o mapear documento imperativo balance en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/balance: payload (proyecto | informes | cuentas_base) frente a base (balance) -> CALIFICACION_REGISTRAL
03,ESCISION,JUNTA_GENERAL,ESCISION,77177821-9ed8-49bf-b7a1-087939530639,v1.0.0,6ff592571fc99b3f2b8eed4bc4ff1afa84ea042ed95329b1ae68243ab41d049b,SA/SL,DOCUMENTACION/OBLIGATORIA/informe_admin,proyecto | informes | cuentas_base,informe_admin,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.b/201.2 LSC,IR,"Anadir o mapear documento imperativo informe_admin en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/informe_admin: payload (proyecto | informes | cuentas_base) frente a base (informe_admin) -> CALIFICACION_REGISTRAL
03,FUSION,JUNTA_GENERAL,FUSION,f274e1db-3a26-485b-b3a7-20fd0a2a0fb7,v1.0.0,b7782a903d74251a5439e238de695ffc927b4ee386bb1c7f4da56c19be90008b,SA/SL,DOCUMENTACION/OBLIGATORIA/balance,proyecto_comun | informe_admin | informe_experto | cuentas_base,balance,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.b/201.2 LSC,IR,"Anadir o mapear documento imperativo balance en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/balance: payload (proyecto_comun | informe_admin | informe_experto | cuentas_base) frente a base (balance) -> CALIFICACION_REGISTRAL
03,MOD_ESTATUTOS,JUNTA_GENERAL,MOD_ESTATUTOS,d8ac0b64-d438-48d2-b688-13b601902f5b,v1.0.0,32817d599ac86a88cd78d18d37c024bbe60fc1e3c91dd23c15dcf9e61326f89d,SA/SL,DOCUMENTACION/OBLIGATORIA/derecho_informacion_287,texto_integro | informe_admin,derecho_informacion_287,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.a/201.2 LSC,IR,"Anadir o mapear documento imperativo derecho_informacion_287 en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/derecho_informacion_287: payload (texto_integro | informe_admin) frente a base (derecho_informacion_287) -> CALIFICACION_REGISTRAL
03,MODIFICACION_ESTATUTOS,JUNTA_GENERAL,MODIFICACION_ESTATUTOS,966d65d0-4b83-4773-9101-4e8b5fe7dbf3,1.0.1,4e2b214e01954c13ca8dc764d42ed6ace253b208344491fd51ce242dd57f51e2,SA/SL,DOCUMENTACION/OBLIGATORIA/derecho_informacion_287,propuesta_modificacion | informe_admin_justificacion,derecho_informacion_287,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.a/201.2 LSC,IR,"Anadir o mapear documento imperativo derecho_informacion_287 en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/derecho_informacion_287: payload (propuesta_modificacion | informe_admin_justificacion) frente a base (derecho_informacion_287) -> CALIFICACION_REGISTRAL
03,MODIFICACION_ESTATUTOS,JUNTA_GENERAL,MODIFICACION_ESTATUTOS,966d65d0-4b83-4773-9101-4e8b5fe7dbf3,1.0.1,4e2b214e01954c13ca8dc764d42ed6ace253b208344491fd51ce242dd57f51e2,SA/SL,DOCUMENTACION/OBLIGATORIA/texto_integro,propuesta_modificacion | informe_admin_justificacion,texto_integro,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.a/201.2 LSC,IR,"Anadir o mapear documento imperativo texto_integro en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/texto_integro: payload (propuesta_modificacion | informe_admin_justificacion) frente a base (texto_integro) -> CALIFICACION_REGISTRAL
03,NOMBRAMIENTO_AUDITOR,JUNTA_GENERAL,NOMBRAMIENTO_AUDITOR,c74c3374-0f6a-4009-9724-95634bfe4678,1.1.1,fa9cbc2d4de2a56103ccbc8c8ea7de1944c93709760bdea1e14dce2914b3103d,SA/SL,DOCUMENTACION/OBLIGATORIA/aceptacion_auditor,propuesta_nombramiento | declaracion_independencia_auditor,aceptacion_auditor,CALIFICACION_REGISTRAL,true,true,false,,IN,"Anadir o mapear documento imperativo aceptacion_auditor en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/aceptacion_auditor: payload (propuesta_nombramiento | declaracion_independencia_auditor) frente a base (aceptacion_auditor) -> CALIFICACION_REGISTRAL
03,NOMBRAMIENTO_AUDITOR,JUNTA_GENERAL,NOMBRAMIENTO_AUDITOR,c74c3374-0f6a-4009-9724-95634bfe4678,1.1.1,fa9cbc2d4de2a56103ccbc8c8ea7de1944c93709760bdea1e14dce2914b3103d,SA/SL,DOCUMENTACION/OBLIGATORIA/duracion_3_9,propuesta_nombramiento | declaracion_independencia_auditor,duracion_3_9,CALIFICACION_REGISTRAL,true,true,false,,IN,"Anadir o mapear documento imperativo duracion_3_9 en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/duracion_3_9: payload (propuesta_nombramiento | declaracion_independencia_auditor) frente a base (duracion_3_9) -> CALIFICACION_REGISTRAL
03,REDUCCION_CAPITAL,JUNTA_GENERAL,REDUCCION_CAPITAL,99c1196a-babc-4249-ac55-86af43a02516,1.0.1,b5224d33875a51be2e5ce39dc6315bfec79ed3379189ea0e3fc85971153fa11b,SA/SL,DOCUMENTACION/OBLIGATORIA/balance_si_procede,propuesta_reduccion | informe_oposicion_acreedores,balance_si_procede,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.a/201.2 LSC,IR,"Anadir o mapear documento imperativo balance_si_procede en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/balance_si_procede: payload (propuesta_reduccion | informe_oposicion_acreedores) frente a base (balance_si_procede) -> CALIFICACION_REGISTRAL
03,REDUCCION_CAPITAL,JUNTA_GENERAL,REDUCCION_CAPITAL,99c1196a-babc-4249-ac55-86af43a02516,1.0.1,b5224d33875a51be2e5ce39dc6315bfec79ed3379189ea0e3fc85971153fa11b,SA/SL,DOCUMENTACION/OBLIGATORIA/informe_admin,propuesta_reduccion | informe_oposicion_acreedores,informe_admin,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.a/201.2 LSC,IR,"Anadir o mapear documento imperativo informe_admin en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/informe_admin: payload (propuesta_reduccion | informe_oposicion_acreedores) frente a base (informe_admin) -> CALIFICACION_REGISTRAL
03,REDUCCION_CAPITAL,JUNTA_GENERAL,REDUCCION_CAPITAL,99c1196a-babc-4249-ac55-86af43a02516,1.0.1,b5224d33875a51be2e5ce39dc6315bfec79ed3379189ea0e3fc85971153fa11b,SA/SL,DOCUMENTACION/OBLIGATORIA/oposicion_acreedores_si_procede,propuesta_reduccion | informe_oposicion_acreedores,oposicion_acreedores_si_procede,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.a/201.2 LSC,IR,"Anadir o mapear documento imperativo oposicion_acreedores_si_procede en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/oposicion_acreedores_si_procede: payload (propuesta_reduccion | informe_oposicion_acreedores) frente a base (oposicion_acreedores_si_procede) -> CALIFICACION_REGISTRAL
03,SUPRESION_PREFERENTE,JUNTA_GENERAL,SUPRESION_PREFERENTE,a2f842ae-ba87-4293-9742-bd3ba95ad5b7,v1.0.0,03a323edea503e51cdbbc6c192c3207bbd859c7fc7b13bd40b6a40892e797624,SA/SL,DOCUMENTACION/OBLIGATORIA/informe_auditor_si_procede,informe_admin_reforzado | informe_experto,informe_auditor_si_procede,CALIFICACION_REGISTRAL,true,true,true,arts. 194/199.b/201.2 LSC,IR,"Anadir o mapear documento imperativo informe_auditor_si_procede en documentacion.obligatoria; si ya existe con alias, registrar equivalencia canonica.",PENDIENTE_PATCH_PAYLOAD,Si,DOCUMENTACION/OBLIGATORIA/informe_auditor_si_procede: payload (informe_admin_reforzado | informe_experto) frente a base (informe_auditor_si_procede) -> CALIFICACION_REGISTRAL
